floor,brand,name,product_code,matched_name,matched_brand,match_status,match_method,match_score,image,url
B1,Montana,Panton Wire Single,P0000BFW,Panton wire single Pine,MONTANA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/6d295c3a84b3395272cf5d4865be27e6.jpg,https://inscale.co.kr/product/detail.html?product_no=828
B1,Vitra,Uten.Silo I,P0000BED,Uten.Silo Model - I Black,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/c294404b65bc5e80b4710c16b0c871fe.jpg,https://inscale.co.kr/product/utensilo-model-i-japanese-red/713/category/84/display/1/
B1,Artek,Side Table 915,P00000GX,SIDE TABLE 915,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202307/4fd4ed9c8def7c782cde9ff784776e86.jpg,https://inscale.co.kr/product/side-table-915-white-lacquered/179/category/85/display/1/
B1,Artek,Icon A331 Beehive Poster,P0000BEH,Icon A331 Beehive Poster,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/aaa754cf4a07ba95bcf0b318e97cddff.jpg,https://inscale.co.kr/product/detail.html?product_no=787
B1,Artek,Icon Stool 60 Poster,P0000BEI,Icon Stool 60 Poster,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/591215fff8e488a21b0cd5907d0f05f9.jpg,https://inscale.co.kr/product/detail.html?product_no=788
B1,Vitra,Tabouret Metallique - Bleu Marcoule,P00000QG,Tabouret Metallique - Bleu Marcoule,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/2013392706d20d7bb6bdac9d24689f48.jpg,https://inscale.co.kr/product/tabouret-metallique-bleu-marcoule/422/category/84/display/1/
B1,Vitra,"100th Anniversary Edition 
Heart Cone Chair",P0000BCE,100th Anniversary Edition Heart Cone Chair,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202602/5b88e83ccd5048459731987740d9c45e.jpg,https://inscale.co.kr/product/100th-anniversary-edition-heart-cone-chair/732/category/84/display/1/
B1,Vitra,SCREEN 100C,P0000BEJ,screen 100C,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/8a21f75aebe262a4fd07d92ab08ccfc7.jpg,https://inscale.co.kr/product/screen-100c/789/category/118/display/1/
B1,Vitra,Cork Family Type C,P0000BCV,Cork Family Type C,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/34058f0b2cfd42adc8a383d99d355e3d.jpg,https://inscale.co.kr/product/detail.html?product_no=790
B1,Vitra,"All Plastic Chair 
Brick red",P00000BO,All Plastic Chair Brick red,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/c8f3c9984bce4a5b375b76cd0ad39a7c.jpg,https://inscale.co.kr/product/all-plastic-chair-brick-red/40/category/84/display/1/
B1,Vitra,"All Plastic Chair 
Ivy",P00000BM,All Plastic Chair Ivy,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/23597ac51a5d362a6aaf7caba06d157b.jpg,https://inscale.co.kr/product/all-plastic-chair-ivy/38/category/84/display/1/
B1,Vitra,"All Plastic Chair 
White",P00000BN,All Plastic Chair - White,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/9b28c48fb6657d253a66a5cd26327548.jpg,https://inscale.co.kr/product/all-plastic-chair-white/39/category/84/display/1/
B1,Artemide,Shogun,P0000BEL,Shogun,ARTEMIDE,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/32a72e0c5a86f9429ef061350e757897.jpg,https://inscale.co.kr/product/detail.html?product_no=791
B1,Artek,Atelier Chair Green lacquered,P00000BH,Atelier Chair Green,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/034b5d55329c0e55831906aa6bf16275.jpg,https://inscale.co.kr/product/detail.html?product_no=33
B1,Artek,Atelier Chair Dark red lacquered,P00000BG,Atelier Chair Dark red,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/73456da8fc5e9cbdfb08078f10034f6a.jpg,https://inscale.co.kr/product/detail.html?product_no=32
B1,Artek,Pendant Light JL341 Brass,P0000BAQ,Pendant Light JL341,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202505/4c7584042865e40ff3d8abbca86f9d4e.jpg,https://inscale.co.kr/product/pendant-light-jl341-brass/692/category/85/display/1/
B1,Vitra,Asterisk Clock,P00000IF,Asterisk Clock,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/658b81fc13122424185fc77c1f6901ae.jpg,https://inscale.co.kr/product/asterisk-clock/213/category/118/display/1/
B1,Vitra,Wall Clocks Star,P00000IE,Wall Clocks Star,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/afd48c861cb2bfa6dd046ed5529ee83a.jpg,https://inscale.co.kr/product/wall-clocks-star/212/category/118/display/1/
B1,Vitra,Wall Clocks Turbine,P00000ID,Wall Clocks Turbine,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/69e0607ce10c7c8485ce034d5925e513.jpg,https://inscale.co.kr/product/wall-clocks-turbine/211/category/84/display/1/
B1,Vitra,Sunburst Clock Black-Brass,P0000BEM,Sunburst Clock Black-Brass,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/275c61ff8390947b6f3de45ca4d3edf1.jpg,https://inscale.co.kr/product/detail.html?product_no=792
B1,Vitra,Eye Wall Clock,P0000BEN,Eye Wall Clock,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/aacfe150391742ea4cf59f24942bf31b.jpg,https://inscale.co.kr/product/detail.html?product_no=793
B1,Vitra,Ball Clock Black-Brass,P0000BEO,Ball Clock Black-Brass,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/4a97d5cc7393c58cc98823273916f164.jpg,https://inscale.co.kr/product/detail.html?product_no=794
B1,Vitra,Tabouret Bois Natural Solid Oak,P0000BEP,Tabouret Bois Natural Solid Oak,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/b9d807ce0fac0e8fcac9646781c3d0cf.jpg,https://inscale.co.kr/product/detail.html?product_no=795
B1,Flos,Ceramique Down Rust Red,P0000BEZ,Ceramique Down Rust Red,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/e926eba18d632f5ae07c9885705e2505.jpg,https://inscale.co.kr/product/detail.html?product_no=805
B1,Marset,Ginger,P00000ZO,Ginger Portable Oak,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202410/4aa110c9b270a3599416da0b3eec0e1c.jpg,https://inscale.co.kr/product/ginger-portable-oak/664/category/110/display/1/
B1,Artek,[90 Anniversary Edition] Artek + Marimekko Bench 153B Seireeni,P0000BBK,[90 Anniversary Edition] Artek + Marimekko Bench 153B Seireeni,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/f8da6e0876a1df14d6533a382ee1241b.jpg,https://inscale.co.kr/product/90-anniversary-edition-artek-marimekko-bench-153b-seireeni/712/category/85/display/1/
B1,Artek,Aalto Table Half Round 96 - White HPL,P0000BDR,Aalto Table Half Round 96 - White HPL,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/60503b0bef360d382943b3b2f951de3f.jpg,https://inscale.co.kr/product/aalto-table-half-round-96-white-hpl/771/category/85/display/1/
B1,Vitra,Vitra Wooden Doll No.9 - Super Large,P0000BFB,Vitra Wooden Doll No.9 - Super Large,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/a14c50eafd2d70aaad7e19a3b8f44b1d.jpg,https://inscale.co.kr/product/vitra-wooden-doll-no9-super-large/807/category/110/display/1/
B1,Artek,"[90 Anniversary Edition] 
Artek + Marimekko Round Table 90D Seireeni",P0000BBI,[90 Anniversary Edition] Artek + Marimekko Round Table 90D Seireeni,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/e5b1d1535331521dc96fb90faab083a3.jpg,https://inscale.co.kr/product/90-anniversary-edition-artek-marimekko-round-table-90d-seireeni/710/category/85/display/1/
B1,Vitra,"Desk Clocks Night 
Black",P00000IG,Desk Clocks Night Black,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/3ddd6be8fb616099a97f5aac8eece75c.jpg,https://inscale.co.kr/product/desk-clocks-night/214/category/84/display/1/
B1,Artek,"E60 Stool 
Birch/White Lacquered",P0000BFC,E60 Stool Birch/White Lacquered,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/9c92c66d98c3d98aaa3f90011043cfed.jpg,https://inscale.co.kr/product/detail.html?product_no=808
B1,Vitra,"Metal Wall Relief 
Magic Snake",P0000BBN,Metal Wall Relief Magic Snake,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/9f6d8476a2042fc6f61def8002faeafd.jpg,https://inscale.co.kr/product/metal-wall-relief-magic-snake/715/category/84/display/1/
B1,Vitra,"Metal Wall Relief 
Little Heart Red",P0000BFD,Metal Wall Relief Little Heart Red,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/472efac87c8ff12834a877f6dea93daa.jpg,https://inscale.co.kr/product/detail.html?product_no=809
B1,Vitra,"Corniches D-grey 
(S,M,L)",P00000IJ,"Corniches D-grey (S,M,L)",VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/d25db1c056430281722ddd0a8a8431a1.jpg,https://inscale.co.kr/product/detail.html?product_no=217
B1,Vitra,Vitra Wooden Doll - Little Devil,P00000UI,Vitra Wooden Doll - Little Devil,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202312/23a78a909636f0f70c468dc6cb16443d.jpg,https://inscale.co.kr/product/detail.html?product_no=528
B1,Vitra,Vitra Wooden Doll - NO.9,P00000UF,Vitra Wooden Doll - NO.9,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202312/3f44fd997b538c90034dbe379c766a19.jpg,https://inscale.co.kr/product/detail.html?product_no=525
B1,Vitra,Desk Clocks Night Brass,P0000BFE,Desk Clocks Night Brass,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/29a0c0a560ae27b3493160487007f96a.jpg,https://inscale.co.kr/product/detail.html?product_no=810
B1,Artek,[90 Anniversary Edition] Artek + Marimekko Stool 60 Seireeni,P0000BBH,[90 Anniversary Edition] Artek + Marimekko Stool 60 Seireeni,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/26851213170e287e43d0f2e4523ceba5.jpg,https://inscale.co.kr/product/90-anniversary-edition-artek-marimekko-stool-60-seireeni/709/category/85/display/1/
B1,Artek,[90 Anniversary Edition] Artek + Marimekko Stool 60 Kivet,P0000BBG,[90 Anniversary Edition] Artek + Marimekko Stool 60 Kivet,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/f622db6ef6604c041be6173a1d606805.jpg,https://inscale.co.kr/product/90-anniversary-edition-artek-marimekko-stool-60-kivet/708/category/85/display/1/
B1,Artek,[90 Anniversary Edition] Artek + Marimekko Stool 60 Lokki,P0000BBF,[90 Anniversary Edition] Artek + Marimekko Stool 60 Lokki,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/b5b29dd881c7d69b38e6264f4ef7eab4.jpg,https://inscale.co.kr/product/90-anniversary-edition-artek-marimekko-stool-60-lokki/707/category/85/display/1/
B1,Artek,[90 Anniversary Edition] Artek + Marimekko Bench 153B Kivet,P0000BBJ,[90 Anniversary Edition] Artek + Marimekko Bench 153B Kivet,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202512/9c4ded08fa93f927a4a12d47e79b3f1e.jpg,https://inscale.co.kr/product/90-anniversary-edition-artek-marimekko-bench-153b-kivet/711/category/85/display/1/
B1,Vitra,"Metal Side Table
Large",P00000HQ,Metal Side Table,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/682202c42f7c7209fb5d644bbc875b72.jpg,https://inscale.co.kr/product/metal-side-table-l/198/category/84/display/1/
B1,Vitra,Metal Side Table M,P00000HP,Metal Side Table M,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/29b42a697586aac29caf6f8a966fc97a.jpg,https://inscale.co.kr/product/metal-side-table-m/197/category/84/display/1/
B1,Vitra,Eames Elephant Large Black,P0000BFF,Eames Elephant Large Black,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/6a40cd95a0acbd1b1cc52d4834389076.jpg,https://inscale.co.kr/product/eames-elephant-large-black/811/category/110/display/1/
B1,Vitra,Tabouret Metallique - Blanc Colombe,P00000QH,Tabouret Metallique - Blanc Colombe,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/6cf33f9a0700c7fd7821263034df8054.jpg,https://inscale.co.kr/product/tabouret-metallique-blanc-colombe/423/category/84/display/1/
B1,Artek,"Chair 66 
white HPL",P00000ZA,Chair 66,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202410/e2a723d5232f04b30180f6ed9027b159.jpg,https://inscale.co.kr/product/chair-66-white-hpl/650/category/85/display/1/
B1,Artek,"Chair 66 
Black Lacquerd",P0000BDK,Chair 66,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/8c773879cb63fce90fa2f59b17d1ff32.jpg,https://inscale.co.kr/product/chair-66-black-lacquerd/764/category/85/display/1/
B1,Artek,Chair 66 Birch/Black Linoleum,P0000BDL,Chair 66,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/caeac6e3c80c67c449afc95528d793c9.jpg,https://inscale.co.kr/product/chair-66-birchblack-linoleum/765/category/85/display/1/
B1,Artek,"Chair 66 
Wild Birch",P0000BDM,Chair 66,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/f1816e2c0c32f6096f1efab5c704c808.jpg,https://inscale.co.kr/product/chair-66-wild-birch/766/category/85/display/1/
B1,Artek,"[90 Anniversary Edition] 
Artek + Moomin Stool 60",P0000BAU,[90 Anniversary Edition] Artek + Moomin Stool 60,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202507/10748615f0d1b32b85791c624d429f5c.jpg,https://inscale.co.kr/product/detail.html?product_no=696
B1,Artek,Cabinet 250,P0000BBB,Cabinet 250,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202511/ec019de1632d6ba970894b3828cb2c40.jpg,https://inscale.co.kr/product/cabinet-250/703/category/85/display/1/
B1,Artek,Rope Chair Black,P00000BF,Rope Chair Black,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/1fd86730b98cf34305210261af6730b5.jpg,https://inscale.co.kr/product/rope-chair-black-lacquered/31/category/85/display/1/
B1,Artek,"KAARI TABLE ROUND 
Black Linoleum-oak",P0000BFG,KAARI TABLE ROUND,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/c5b2df0172c797558e91ea90f5c54fce.jpg,https://inscale.co.kr/product/detail.html?product_no=812
B1,"Louis
Poulsen",PH 2/1,P00000ON,PH 2/1,자체브랜드,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/ff0b822f203b8636b0e45b348176f023.jpg,https://inscale.co.kr/product/detail.html?product_no=377
B1,Artek,"Artek 90 
Anniversary Poster",P0000BCJ,Artek 90 Anniversary Poster,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202603/b9ccd41e33a54c217dcfebd377bcc5e1.jpg,https://inscale.co.kr/product/artek-90-anniversary-poster/737/category/118/display/1/
B1,Artek,Wall Shelf 112,P00000QX,Wall Shelf 112,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/3c8c5aaf82d2c3ed7f3c37641398d377.jpg,https://inscale.co.kr/product/wall-shelf-112-natural-lacquered/439/category/85/display/1/
B1,Vitra,"Metal Wall Relief
International Love Heart",P0000BFH,Metal Wall Relief International Love Heart,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/48c1e379e4b5344a0d9bca6d98e1b88e.jpg,https://inscale.co.kr/product/detail.html?product_no=813
B1,Vitra,Wiggle Side Chair,P0000BFI,Wiggle Side Chair,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/9c1aef5b2da1f7b1e3b29e37cea3495c.jpg,https://inscale.co.kr/product/detail.html?product_no=814
B1,Vitra,Wiggle Stool,P00000DW,Wiggle Stool,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/6edf5512d1a19ed9551b4cfae3874e70.jpg,https://inscale.co.kr/product/wiggle-stool/100/category/84/display/1/
B1,Herman miller,Eames Hang-It-All Dark Blue,P00000XH,Eames Hang-It-All (Maple/Dark Blue),HERMAN MILLER,matched,product_code,1,https://inscale.co.kr/web/product/big/202402/101bf4bb64ad9536e0c8e66b3d4fb2cb.jpg,https://inscale.co.kr/product/detail.html?product_no=605
B1,Flos,"Gatto Piccolo
[단종]",P0000BFJ,Gatto Piccolo,FLOS,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/153659533089cda43ac4d1b9d1a8af0d.jpg,https://inscale.co.kr/product/detail.html?product_no=815
B1,Vitra,Nuage - S,P000000Z,Nuage - S,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/f445b851ea831175e6735e5c68488f53.jpg,https://inscale.co.kr/product/nuage-s/25/category/84/display/1/
B1,Vitra,Nuage - M,P00000BA,Nuage - M,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/24060ffae020b04964a07fee6026d088.jpg,https://inscale.co.kr/product/nuage-m/26/category/84/display/1/
B1,Vitra,Nuage - L,P00000BB,Nuage - L,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202308/ad502756c1a4d0c599dd15144728972d.jpg,https://inscale.co.kr/product/nuage-l/27/category/84/display/1/
B1,Martinelli Luce,Pipistrello Large,P00000NY,Pipistrello Large,Martinelli luce,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/fdc42f950733a82830cd4fe50fc5dd54.jpg,https://inscale.co.kr/product/pipistrello-large/362/category/119/display/1/
B1,Vitra,Colour Frame Mirror - Small,P00000XL,Colour Frame Mirror - Small,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202406/29b2285b41fb582894bdcb15084fdfc4.jpg,https://inscale.co.kr/product/colour-frame-mirror-small/609/category/84/display/1/
B1,Vitra,Colour Frame Mirror - Medium,P00000XO,Colour Frame Mirror - Medium,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202406/a31c56ab82d54ba59474869a29d56613.jpg,https://inscale.co.kr/product/colour-frame-mirror-medium/612/category/84/display/1/
B1,Vitra,Colour Frame Mirror - Large,P00000XQ,Colour Frame Mirror - Large,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202406/45591e14321b8f9b3d2b697ce43c018f.jpg,https://inscale.co.kr/product/colour-frame-mirror-large/614/category/84/display/1/
B1,CASSINA,Riflesso,P00000RT,Riflesso,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202311/e18263f295037cd205fff0d4965a52f3.jpg,https://inscale.co.kr/product/riflesso/461/category/116/display/1/
B1,Martinelli Luce,Pipistrello Medio,P00000NX,Pipistrello Medio,Martinelli luce,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/5dab652b2168a6ee19f2691e1136241e.jpg,https://inscale.co.kr/product/pipistrello-medio/361/category/119/display/1/
B1,NEMO,LAMPE DE MARSEILLE,P0000BFK,Lampe De Marseille Grey,NEMO,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/8b73e3d87b8515d544c63b513b5216fb.jpg,https://inscale.co.kr/product/lampe-de-marseille-grey/816/category/119/display/1/
B1,CASSINA,526 Nuage,P00000XV,526 Nuage,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202406/d965c626cf3ff8bfec413103355be866.jpg,https://inscale.co.kr/product/526-nuage/619/category/87/display/1/
B1,Vitra,Anagram Sofa,P0000BFL,Anagram Sofa,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/43f647d6ca61e1f578e045009d130494.jpg,https://inscale.co.kr/product/anagram-sofa/817/category/111/display/1/
B1,CASSINA,KANGAROO,P00000OT,KANGAROO Solid teak,CASSINA,matched,product_code,1,https://inscale.co.kr/web/product/big/202309/4a98ab73712cba74dac3cec0b2a16bcf.jpg,https://inscale.co.kr/product/kangaroo/383/category/87/display/1/
B1,VITRA,Isamu Noguchi Coffee Table Limited Oak,P0000BDC,Coffee Table -,VITRA,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/dfc5e2882c7da0c1c865f6b4c864636c.jpg,https://inscale.co.kr/product/%EC%9E%AC%EA%B3%A0%EB%B3%B4%EC%9C%A0-isamu-noguchi-coffee-table-limited-oak/756/category/84/display/1/
B1,Artek,[90 years of Artek] Stool X602 Limited Edition,P0000BFM,E60 Stool Birch/White Lacquered,ARTEK,matched,product_code,1,https://inscale.co.kr/web/product/big/202606/83c0a8d971778965b2b5bf07e4799659.jpg,https://inscale.co.kr/product/detail.html?product_no=818
